Single-sample,1KGP,5.0,5.1,6.1,4.4,6.5,7.6,9.1,8.2,9.0,10.0,8.9
Multi-sample,GMKF,2.1,1.1,1.5,1.4,1.6,1.5,1.8,1.8,1.9,2.1,2.1
Multi-sample,All of Us,2.1,1.5,1.5,1.4,1.6,1.5,1.8,1.8,1.9,2.1,2.1,2.3,1.5,1.7,2.3,2.5,1.9
